EmployeeID,Department,JobRole,Age,MonthlyIncome,AttritionProbability,RiskLevel,EngagementScore,PerformanceRating,WorkLifeBalanceScore,SkillGaps,GapCount,UpskillingRecommendation,TopRiskDrivers
1233,Sales,Sales Executive,60,5220,0.0444,LOW,100,3,3,"Act!, Adobe Acrobat, Adobe Creative Cloud software, Reading Comprehension",4,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, JobRole_Sales Executive, DailyRate"
1234,Research & Development,Laboratory Technician,32,2743,0.3071,MEDIUM,100,4,3,"Email software, Linux, Microsoft Access, Science, Writing",5,Recommended: Advanced Certification in Email software (Addresses critical gap: Email software),"TotalWorkingYears, BusinessTravel_Travel_Frequently, DistanceFromHome"
1235,Research & Development,Research Scientist,32,4998,0.0192,LOW,100,3,3,"3D graphics software, Ada, Advanced numerical software, Reading Comprehension",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, StockOptionLevel, BusinessTravel_Travel_Frequently"
1237,Research & Development,Manufacturing Director,36,10252,0.0361,LOW,94,4,3,Monitoring,1,Recommended: Performance Monitoring and KPI Management Masterclass (Addresses critical gap: Monitoring),"OverTime_No, DailyRate, JobInvolvement"
1238,Research & Development,Research Scientist,33,2781,0.0271,LOW,100,3,3,"Algorithmic software, Critical Thinking",2,Recommended: Advanced Certification in Algorithmic software (Addresses critical gap: Algorithmic software),"EnvironmentSatisfaction, YearsSinceLastPromotion, DistanceFromHome"
1239,Sales,Sales Executive,40,6852,0.0797,LOW,100,3,4,"Active Listening, Adobe ActionScript, Airtable, Apple Keynote, Monitoring",5,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"NumCompaniesWorked, ExperienceRatio, DistanceFromHome"
1240,Sales,Sales Executive,25,4950,0.1581,LOW,100,3,3,"Airtable, Monitoring",2,Recommended: Advanced Certification in Airtable (Addresses critical gap: Airtable),"StockOptionLevel, Age, ExperienceRatio"
1241,Research & Development,Research Scientist,30,3579,0.0164,LOW,100,4,3,"Ada, Algorithmic software",2,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"OverTime_No, RelationshipSatisfaction, TotalSatisfactionScore"
1242,Research & Development,Research Director,42,13191,0.2418,LOW,78,3,3,"ESRI ArcGIS software, Graphics software, Reading Comprehension",3,Recommended: Advanced Certification in ESRI ArcGIS software (Addresses critical gap: ESRI ArcGIS software),"OverTime_No, TotalSatisfactionScore, DistanceFromHome"
1243,Sales,Sales Executive,35,10377,0.0508,LOW,100,3,2,"Airtable, Reading Comprehension",2,Recommended: Advanced Certification in Airtable (Addresses critical gap: Airtable),"OverTime_No, PercentSalaryHike, JobRole_Sales Executive"
1244,Research & Development,Research Scientist,27,2235,0.2565,LOW,81,3,2,3D graphics software,1,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, MonthlyIncome, TotalSatisfactionScore"
1245,Research & Development,Manufacturing Director,54,10502,0.0248,LOW,100,3,1,"Adobe Acrobat, Critical Thinking, Monitoring, Reading Comprehension",4,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"BusinessTravel_Travel_Frequently, TotalSatisfactionScore, NumCompaniesWorked"
1246,Research & Development,Research Scientist,44,2011,0.0406,LOW,100,3,3,Active Learning,1,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"MonthlyIncome, YearsSinceLastPromotion, ExperienceRatio"
1248,Research & Development,Research Scientist,19,1859,0.9806,HIGH,87,4,4,"Active Learning, Ada, Algorithmic software, Amazon Elastic Compute Cloud EC2, Critical Thinking",5,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, MonthlyIncome, YearsWithCurrManager"
1249,Research & Development,Research Scientist,29,3760,0.0274,LOW,100,3,3,"Active Learning, Algorithmic software, Amazon Elastic Compute Cloud EC2, Critical Thinking, Mathematics",5,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"TotalSatisfactionScore, RelationshipSatisfaction, HourlyRate"
1250,Research & Development,Research Director,54,17779,0.0092,LOW,100,3,3,"Active Listening, ESRI ArcGIS software, Reading Comprehension, Science",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"StockOptionLevel, RelationshipSatisfaction, Gender_Female"
1251,Research & Development,Healthcare Representative,31,6833,0.1449,LOW,94,3,2,Allscripts healthcare automation software,1,Recommended: Advanced Certification in Allscripts healthcare automation software (Addresses critical gap: Allscripts healthcare automation software),"OverTime_No, StockOptionLevel, TotalSatisfactionScore"
1252,Research & Development,Healthcare Representative,31,6812,0.0903,LOW,90,3,3,"Active Listening, American Medical Association CodeManager, Critical Thinking",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"TotalSatisfactionScore, StockOptionLevel, DistanceFromHome"
1254,Sales,Sales Executive,59,5171,0.1027,LOW,100,3,3,"Act!, Critical Thinking, Speaking",3,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"NumCompaniesWorked, StockOptionLevel, DailyRate"
1255,Research & Development,Research Director,43,19740,0.0042,LOW,100,3,3,"ESRI ArcGIS software, Graphics software, Writing",3,Recommended: Advanced Certification in ESRI ArcGIS software (Addresses critical gap: ESRI ArcGIS software),"JobInvolvement, JobRole_Research Scientist, Gender_Female"
1256,Research & Development,Manager,49,18711,0.0222,LOW,100,3,4,ActionWare,1,Recommended: Advanced Certification in ActionWare (Addresses critical gap: ActionWare),"YearsWithCurrManager, EnvironmentSatisfaction, WorkLifeBalance"
1257,Research & Development,Research Scientist,36,3692,0.0429,LOW,100,3,2,Ada,1,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"StockOptionLevel, EducationField_Technical Degree, BusinessTravel_Travel_Frequently"
1258,Research & Development,Laboratory Technician,48,2559,0.3822,MEDIUM,100,3,2,"Critical Thinking, Email software, Laboratory information management system LIMS, Linux, Science, Writing",6,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"YearsWithCurrManager, StockOptionLevel, NumCompaniesWorked"
1259,Research & Development,Research Scientist,27,2517,0.0204,LOW,99,3,3,"3D graphics software, Advanced numerical software, Critical Thinking",3,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"PercentSalaryHike, Age, TotalSatisfactionScore"
1260,Research & Development,Healthcare Representative,29,6623,0.0285,LOW,100,3,3,"AcuStaf, Alteer Office, Monitoring, Speaking",4,Recommended: Advanced Certification in AcuStaf (Addresses critical gap: AcuStaf),"OverTime_No, PercentSalaryHike, YearsWithCurrManager"
1263,Research & Development,Research Director,48,18265,0.0037,LOW,100,3,4,"ESRI ArcGIS software, Science, Writing",3,Recommended: Advanced Certification in ESRI ArcGIS software (Addresses critical gap: ESRI ArcGIS software),"NumCompaniesWorked, YearsWithCurrManager, StockOptionLevel"
1264,Research & Development,Research Director,29,16124,0.0028,LOW,100,3,2,"Clinical trial management software, Graphics software",2,Recommended: Advanced Certification in Clinical trial management software (Addresses critical gap: Clinical trial management software),"Age, DailyRate, JobRole_Research Scientist"
1265,Research & Development,Research Scientist,34,2585,0.095,LOW,100,3,2,"3D graphics software, Active Learning, Active Listening, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Reading Comprehension",6,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"StockOptionLevel, YearsWithCurrManager, TotalWorkingYears"
1267,Sales,Manager,44,18213,0.0244,LOW,100,3,3,"ADP Workforce Now, Critical Thinking, Reading Comprehension, Speaking",4,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"NumCompaniesWorked, PercentSalaryHike, Gender_Female"
1268,Sales,Sales Executive,33,8380,0.0147,LOW,100,3,3,"Apple Keynote, Critical Thinking",2,Recommended: Advanced Certification in Apple Keynote (Addresses critical gap: Apple Keynote),"OverTime_No, JobRole_Sales Executive, JobLevel"
1269,Research & Development,Research Scientist,19,2994,0.4293,MEDIUM,100,3,3,"3D graphics software, Active Listening, Algorithmic software, Amazon DynamoDB, Critical Thinking, Mathematics",6,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, StockOptionLevel, DistanceFromHome"
1270,Research & Development,Research Scientist,23,1223,0.0233,LOW,100,4,3,"3D graphics software, Ada, Algorithmic software, Amazon DynamoDB, Critical Thinking, Mathematics",6,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"MonthlyIncome, TotalWorkingYears, Age"
1273,Sales,Sales Representative,25,1118,0.9908,HIGH,100,3,3,"3M Post-it App, Active Listening, Adobe Acrobat, Adobe Dreamweaver, Reading Comprehension",5,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"MonthlyIncome, OverTime_No, JobInvolvement"
1275,Research & Development,Research Scientist,26,2875,0.4899,MEDIUM,100,4,2,"Active Learning, Active Listening, Advanced numerical software, Critical Thinking",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, StockOptionLevel, Age"
1277,Sales,Manager,45,18824,0.8821,HIGH,75,3,3,"ADP Workforce Now, Active Listening",2,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"JobInvolvement, OverTime_No, TotalSatisfactionScore"
1278,Research & Development,Healthcare Representative,55,13577,0.0207,LOW,100,3,3,"AcuStaf, American Medical Association CodeManager, Critical Thinking",3,Recommended: Advanced Certification in AcuStaf (Addresses critical gap: AcuStaf),"OverTime_No, MonthlyRate, YearsWithCurrManager"
1279,Research & Development,Laboratory Technician,21,2625,0.9259,HIGH,70,4,1,"C++, Email software, Laboratory information management system LIMS, Writing",4,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"BusinessTravel_Travel_Frequently, TotalSatisfactionScore, TotalWorkingYears"
1280,Sales,Manager,46,18789,0.0128,LOW,100,3,3,"ADP Workforce Now, Adobe Creative Cloud software, Monitoring",3,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"Department_Research & Development, EducationField_Marketing, JobRole_Research Scientist"
1281,Sales,Sales Executive,34,4538,0.1133,LOW,100,3,3,"Act!, Monitoring",2,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, StockOptionLevel, JobRole_Sales Executive"
1282,Sales,Manager,51,19847,0.1707,LOW,94,4,2,"Active Listening, Adobe Photoshop",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, TotalSatisfactionScore, BusinessTravel_Travel_Frequently"
1283,Research & Development,Manufacturing Director,59,10512,0.1389,LOW,100,3,2,"Adobe After Effects, Adobe InDesign, Speaking",3,Recommended: Advanced Certification in Adobe After Effects (Addresses critical gap: Adobe After Effects),"NumCompaniesWorked, YearsSinceLastPromotion, DistanceFromHome"
1285,Research & Development,Laboratory Technician,34,4444,0.0873,LOW,100,3,4,"Laboratory information management system LIMS, Linux, Microsoft Access",3,Recommended: Advanced Certification in Laboratory information management system LIMS (Addresses critical gap: Laboratory information management system LIMS),"BusinessTravel_Travel_Frequently, DistanceFromHome, WorkLifeBalance"
1286,Research & Development,Laboratory Technician,28,2154,0.3629,MEDIUM,100,3,2,"C++, Laboratory information management system LIMS, Linux, Reading Comprehension, Science, Writing",6,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"BusinessTravel_Travel_Frequently, OverTime_No, Age"
1288,Research & Development,Manager,44,19190,0.0058,LOW,92,3,2,ActionWare,1,Recommended: Advanced Certification in ActionWare (Addresses critical gap: ActionWare),"YearsSinceLastPromotion, ExperienceRatio, TotalSatisfactionScore"
1289,Human Resources,Human Resources,34,4490,0.0565,LOW,100,3,4,"Active Listening, Adobe InDesign",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"BusinessTravel_Travel_Frequently, PercentSalaryHike, WorkLifeBalance"
1291,Research & Development,Research Scientist,35,3506,0.0364,LOW,100,3,3,"Active Listening, Algorithmic software, Critical Thinking, Reading Comprehension",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, StockOptionLevel, DailyRate"
1292,Research & Development,Research Scientist,42,2372,0.3425,MEDIUM,97,3,3,"Algorithmic software, Mathematics, Reading Comprehension",3,Recommended: Advanced Certification in Algorithmic software (Addresses critical gap: Algorithmic software),"OverTime_No, MonthlyIncome, YearsWithCurrManager"
1293,Sales,Sales Executive,43,10231,0.0544,LOW,100,3,4,"Adobe Creative Cloud software, Airtable, Monitoring",3,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"YearsSinceLastPromotion, StockOptionLevel, JobRole_Sales Executive"
1294,Research & Development,Manufacturing Director,36,5410,0.1361,LOW,100,3,3,"Adobe Acrobat, Adobe After Effects, Speaking",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, NumCompaniesWorked, DailyRate"
1295,Research & Development,Healthcare Representative,44,7978,0.6109,HIGH,100,3,3,"Active Listening, AcuStaf, Monitoring, Reading Comprehension",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"EnvironmentSatisfaction, PercentSalaryHike, DistanceFromHome"
1296,Research & Development,Laboratory Technician,28,3867,0.2929,LOW,100,3,3,"Database software, Laboratory information management system LIMS, Linux, Science",4,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"OverTime_No, BusinessTravel_Travel_Frequently, Age"
1297,Research & Development,Laboratory Technician,51,2838,0.4188,MEDIUM,94,3,2,"C++, Laboratory information management system LIMS, Microsoft Access",3,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"TotalSatisfactionScore, BusinessTravel_Travel_Frequently, StockOptionLevel"
